subsecao,nome_subsecao,item,requisito,orientacoes,sugestao_evidencia
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,51,"Avaliar sistematicamente a efetividade das ações implantadas na jornada do paciente, garantindo que os resultados sejam sustentáveis e reavaliados periodicamente.","Cultura de avaliação pós-implantação, com critérios definidos para analisar
se as mudanças geraram resultados duradouros e relevantes. Inclui o monitoramento ao
longo do tempo e realimentação das decisões com base em dados assistenciais e de
experiência.",Relatórios com indicadores sustentados após intervenção. Protocolos ou diretrizes revisados com base em reavaliações periódicas. Estudos de caso ou trilhas de melhoria com impacto na jornada. Evidência de descontinuação de ações ineficazes.
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,52,"Consolidar uma cultura organizacional de aprendizagem continua a partir da jomada do paciente, com envolvimento ativo da liderança, equipe e usuários.","A organização promove uma cultura onde os erros, acertos e vivências da
jornada do paciente são compartilhados para aprendizado institucional. Há mecanismos
formais de troca entre equipes, apoio da liderança e valorização de iniciativas locais com
impacto no cuidado.","Atas de reuniões institucionais que discutem experiências e aprendizados da jornada. Programas internos de incentivo à inovação e melhoria por parte
das equipes. Eventos de celebração ou reconhecimento das melhores práticas assistenciais. Participação ativa da liderança em projetos de melhoria assistencial."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,53,"Promover ciclos de melhoria a partir dos desfechos clínicos,
considerando a experiência e os valores dos pacientes para decisões estratégicas sobre a jornada.","A maturidade institucional se expressa na capacidade de integrar informações clínicas (desfechos) e subjetivas (experiência, valores) na tomada de decisão sobre
processos assistenciais. A análise considera também custos, equidade e valor em saúde.","Painéis integrados com desfechos e experiência do paciente.
Tomada de decisão com base no valor em saúde. Reuniões clínicas com discussão de casos centrados na perspectiva do paciente. Indicadores de efetividade assistencial alinhados à percepção de valor."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,54,"Promover, avaliar e consolidar a cultura de inovação com mudanças estruturadas nos processos institucionais, assegurando impactos positivos, mensuráveis e sustentáveis na jornada do paciente.","A organização deve demonstrar capacidade de incorporar inovação de
forma estruturada e intencional, em processos assistenciais e de apoio, sempre com foco
no paciente e na segurança. A inovação deve: estar alinhada às necessidades emergentes da assistência e às tendências em saúde; ser acompanhada por avaliação de
riscos, benefícios e impactos assistenciais, garantindo que mudanças não gerem efeitos
adversos; considerar a sustentabilidade e escalabilidade das soluções implementadas;
ser estimulada por meio de ambiente organizacional favorável à criatividade, aprendizado e colaboração multiprofissional; incorporar feedbacks de pacientes, familiarese
equipes multiprofissionais como fonte para propostas de transformação; ser revisada e
atualizada periodicamente, com base em indicadores de efetividade e benchmarking.
A organização deve utilizar recursos tecnológicos de forma intencional, ética e integrada
para qualificar a assistência em todas as fases da jornada do paciente do agendamento
ao seguimento pós-alta, como por exemplo: prontuário eletrônico; IA (Inteligência artificial) e big data para estratificação de risco, apoio diagnóstico e predição de eventos
clínicos; telessaúde (telemedicina, telemonitoramento, orientação remota, entre outros); automação de processos administrativos e clínicos (exemplos: triagem, checagem de medicação, admissão, entre outros); uso de dispositivos vestíveis (wearables), sensores e
loT (internet das coisas) para monitoramento remoto e contínuo do estado de saúde.","Projetos e programas de inovação implementados com foco em
melhoria da jornada do paciente (exemplos: uso de IA - Inteligência Artificial para apoio diagnóstico, logística inteligente para rastreabilidade de materiais, soluções digitais de acompanhamento clínico, entre outros). Evidências de benchmarking, pesquisas científicas ou escuta ativa de equipes e pacientes que fundamentaram as mudanças. Relatórios comparativos com indicadores antes e depois das inovações, demonstrando resultados em segurança, eficiência, tempo de resposta, experiência do paciente e sustentabilidade
financeira. Registros de comitês, núcleos ou grupos interdisciplinares responsáveis por fomentar e acompanhar a cultura de inovação. Avaliações periódicas da efetividade e da escalabilidade das soluções adotadas, com planos de atualização e melhoria contínua. Evidências de incorporação de feedbacks de usuários e profissionais nos ajustes das inovações implementadas."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,55,Gerenciar a efetividade das ações de prevenção definidas frente aos riscos dos processos.,"A organização deve ir além da simples implementação de barreiras e
contingências, demonstrando capacidade de analisar a efetividade real das ações de
prevenção adotadas e de ajustá-las de forma contínua. Devem ser considerados riscos
assistenciais e operacionais, priorizando aqueles de maior impacto na jornada do paciente. A avaliação deve contemplar indicadores quantitativos e qualitativos, análises de incidentes, notificações e resultados de auditorias internas. É essencial que os resultados sejam discutidos de forma multiprofissional e subsidiem planos de melhoria contínua, fortalecendo a aprendizagem organizacional. A cultura de segurança deve ser estimulada por meio de feedback estruturado às equipes, promovendo corresponsabilização na mitigação dos riscos. Recomenda-se revisar periodicamente os planos e barreiras com base nas notificações de incidentes e não conformidades, auditorias internas e revisões de processos críticos.","Relatórios das auditorias internas de risco, com avaliação de efetividade das barreiras e medidas de controle, comparando riscos identificados, controles aplicados e resultados obtidos. Indicadores de processo e de resultado relacionados à
segurança, com análises críticas envolvendo a equipe multiprofissional. Evidências de tratativas de incidentes e ações corretivas implementadas. Planos de melhoria contínua
atualizados, elaborados com base nos resultados das análises."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,56,Desenvolver atividades voltadas à promoção de saúde de acordo com o pertil epidemiológico.,"A análise do perfil epidemiológico deve orientar o planejamento das ações de
promoção da saúde, respeitando o nível de atenção e o perfil de pacientes da organização.
Para serviços de Atenção Primária, espera-se a realização sistemática de atividades multiprofissionais e intersetoriais voltadas à prevenção de agravos e ao fortalecimento da saúde da comunidade, considerando também o perfil populacional, incluindo os determinantes sociais e ambientais. Para serviços de atenção secundária/terciária/quaternária, a contri- buição pode ocorrer por meio de campanhas anuais de conscientização, atividades educativas direcionadas a pacientes e familiares durante a internação ou atendimento ambulatorial, e parcerias de apoio às ações da Atenção Primária, ampliando o impacto das iniciativas. As atividades devem envolver a equipe multiprofissional e multidisciplinar e contemplar diferentes faixas etárias, condições de saúde e vulnerabilidades da população atendida, tendo como exemplo, mas não se limitando, saúde mental, tentativas de suicídio, doenças crônicas, doenças raras, pandemias, dentre outras. As atividades podem ser atividade física; prevenção de doenças crônicas; alimentação saudável; prevenção e controle do tabagismo; entre outros.","Plano de ações de promoção da saúde com base no perfil epidemiológico (exemplos: hipertensão, diabetes, obesidade, tabagismo, saúde mental, entre outros). Registros e cronogramas de atividades realizadas (exemplos: oficinas, rodas de conversa, campanhas, caminhadas, atividades em grupo, entre outros). Monitoramento dos resultados (exemplos: número de participantes, mudanças de comportamento relatadas, adesão a programas, entre outros). Participação da equipe multiprofissional e multidisciplinar nas atividades. Estudos de impacto social e ambiental que correlacionem o perfil epidemiológico com as condições de vida e do ambiente da comunidade atendida."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,57,"Estabelecer, implementar e atualizar meios e canais de comunicação para promoção da saúde e prevenção de doenças, garantindo que as orientações sejam acessíveis, claras e adequadas às condições de atendimento individuais e coletivas.","Utilizar canais variados e acessíveis (digitais, físicos, comunitários) para disseminar informações educativas e campanhas de promoção da saúde, considerando o nível de letramento da população, fatores culturais, sociais e econômicos. Os conteúdos devem ser objetivos, visuais quando possível, baseados em evidências científicas e diretrizes nacionais, e revisados periodicamente. A equipe assistencial deve participar da elaboração, validação e atualização dos materiais, promovendo a compreensão e o engajamento do público.","Exemplares de materiais educativos (exemplos: cartilhas, manuais, vídeos, posts em redes sociais, entre outros) atualizados e adaptados à população. Plane- jamento de comunicação com cronograma e definição de canais (exemplos: mural, rádio comunitária, redes sociais, aplicativo, SMS, entre outros). Registros de campanhas ou ações
de educação em saúde, individuais ou em grupo, com frequência, temas e público atingido. Relatos de participação da equipe assistencial na elaboração, validação e atualização dos conteúdos. Parcerias com instituições ou comunidades locais para amplificar a divulgação."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,58,Definir escopo de atendimento para acesso aos usuários de acordo com o perfil epidemiológico.,"Deixar explícito ao público quais tipos de atendimento estão disponíveis, para quais condições ou perfis, e como o usuário pode acessá-los. O fluxo de atendimento deve ser compreensível, sem termos técnicos, e amplamente divulgado.","Documento institucional com definição clara do escopo de serviços assistenciais, com base no perfil epidemiológico local (exemplos: atendimento em doenças crônicas, saúde da mulher, saúde mental, infecções respiratórias, urgência e emergência, entre outros). Materiais explicativos (mídias digitais) que descrevem o fluxo de atendimento e orientação do percurso de forma clara para os pacientes. Mapeamento dos principais motivos de procura na unidade e como eles são direcionados. Registro de treinamentos com equipe para orientar corretamente a população sobre os fluxos."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,59,Estabelecer e orientar a população em relação às diretrizes para atendimento por telessaude.,"Definir claramente quando e como o atendimento por telessaúde está disponível, quais são os critérios de elegibilidade, limitações, responsabilidades da equipe
formas de acesso. O paciente deve ser informado de maneira clara, respeitando suas possibilidades de acesso digital. As informações de teleconsultas e telemonitoramento devem ser integradas ao prontuário eletrônico e acessíveis em tempo real para toda a equipe, assegurando a continuidade do cuidado e a transparência para o paciente, seguindo as diretrizes institucionais.","Documento oficial ou protocolo com as diretrizes do serviço de telessaúde (quem pode acessar, para quais tipos de atendimento, plataformas utilizadas, entre outros). Materiais informativos voltados para a população (folhetos, vídeos curtos, orientações no site ou redes sociais, entre outros). Registro de atendimentos realizados via telessaúde. Treinamento da equipe sobre a conduta, registro e segurança nas práticas de telessaúde. Pesquisas de satisfação ou feedbacks de pacientes avaliando clareza, agilidade e previsibilidade no acesso ao serviço."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,60,"Definir fluxos e critérios clínicos de precedência para admissão de pacientes/usuários, incluindo os provenientes de outras organizações e serviços.","Apresentar fluxos bem definidos para a admissão de pacientes, considerando
critérios clínicos claros (gravidade, urgência, especialidade); tipos de atendimento (infecções respiratórias, urgência, emergência, saúde mental, doenças crônicas, entre outros); e integrando pacientes oriundos de outros serviços. O atendimento por telessaúde deve seguir protocolo específico com critérios de elegibilidade, tipos de casos permitidos e mecanismos de encaminhamento para atendimento presencial e APH (atendimento pré-hospitalar) quando necessário.","Fluxogramas ou procedimentos descritos com critérios clínicos de priorização e admissão (exemplos: triagem, classificação de risco, protocolos clínicos, entre outros). Protocolos de teletriagem e telessaúde, com definição de situações elegíveis para atendimento remoto e encaminhamentos. Registros de pacientes admitidos por referência de outras unidades ou serviços (prontos atendimentos, UBS - Unidades Básicas de Saúde, internações, atendimento pré-hospitalar, entre outros). Capacitação das equipes em fluxos e protocolos de admissão, incluindo o uso da telessaúde."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,61,"Estabelecer critérios e processos para o gerenciamento de filas, disponibilidade de agendamentos e tempo de espera, priorizando o acesso oportuno aos diferentes serviços.","Orientações: Monitorar e atuar continuamente sobre o tempo de espera e as filas de atendimento, com base em critérios clínicos, administrativos e regulatórios. A organização deve qualificar a fila de espera no momento do encaminhamento, assegurando que o paciente seja direcionado ao serviço correto, e requalificá-la periodicamente, revisando a prioridade e a atualização da necessidade clínica. Além do monitoramento contínuo das filas e tempos de espera, a organização deve possuir plano de contingência para picos de demanda, considerando sazonalidades e situações epidemiológicas (exemplos: epidemias, pandemias, surtos locais, entre outros). Esse plano deve incluir o mapeamento da capacidade instalada, estratégias de ampliação temporária da oferta, fluxos de priorização e protocolos de comunicação com os serviços da rede. Na telessaúde, isso inclui a gestão da fila virtual, com atenção à priorização e ao reencaminhamento de casos que não possam ser resolvidos remotamente. O serviço de APH (atendimento pré-hospitalar) deverá ter protocolo de priorização e definição de recurso e fluxo de encaminhamento de emergências de acordo com o perfil epidemiológico. O gerenciamento de leitos e agendas deve otimizar o uso de recursos humanos e materiais, minimizando ociosidade e desperdícios, contribuindo para a sustentabilidade financeira e operacional da instituição.","Sugestões de Evidência: Relatórios de tempo médio de espera para atendimento e agendamento (presencial e por telessaúde), tempo médio de resposta ao chamado e tempo médio de resposta total para o serviço de atendimento móvel de urgência. Diretrizes de regu lação do acesso e priorização assistencial. Sistema de controle de fila virtual, com registro
de chamadas, agendamentos e resoluções por telessaúde. Plano de contingência docиmentado para picos de demanda, com definição de critérios, responsabilidades e ações
de reorganização da capacidade assistencial. Mapeamento atualizado da capacidade instalada (leitos, agendas, recursos diagnósticos e terapêuticos) vinculado à estratégia de
contingência."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,62,"Oferecer canaís de comunicação e orientação aos pacientes (preparo, especialidades, cobertura e convênios, entre outros).","Garantir que o paciente tenha acesso a informações claras sobre preparo para exames, especialidades disponíveis, horários de atendimento, cobertura por planos e convênios, e outras dúvidas comuns. Essas informações também devem estar disponíveis para atendimentos por telessaúde e serviço de APH (atendimento pré-hospitalar), com destaque para regras de uso, consentimento e confidencialidade.","Canais institucionais ativos: telefone, WhatsApp, portal do paciente, central de atendimento, SAC (serviço de atendimento ao cliente). Cartilhas, vídeos ou materiais explicativos com preparo para exames, orientações por especialidade e regras de cobertura. Informativos e orientações sobre telessaúde: como agendar, como acessar, limitações, orientações sobre privacidade. Orientações sobre o serviço de APH (atendimento pré-hospitalar): como acessar, indicações e prioridades. Monitoramento da satisfação ou
dúvidas frequentes registradas pelos usuários."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,63,"Organizar e estruturar os leitos, agendas e atendimentos de forma integrada,com disponibilização em tempo e condições adequadas ao paciente/cliente.","É necessário garantir uma gestão coordenada da ocupação de leitos, agendas
médicas e outros atendimentos (consultas, exames), assegurando que o paciente seja
atendido no tempo adequado à sua condição clínica. No caso da telessaúde e do serviço
de APH (atendimento pré-hospitalar), é fundamental incluir essa modalidade na lógica de
agendamento, com agendas específicas, critérios de inclusão e profissionais capacitados.","Registros da ocupação de leitos (mapa de leitos), agendas e
monitoramento de atendimentos. Sistemas de agendamento integrados entre presencial e telessaúde e serviço de APH (atendimento pré-hospitalar), com indicadores de uso e
tempo de espera. Protocolo institucional para definição de prioridades no uso dos recursos assistenciais (exemplos: UTI - Unidades de Terapia Intensiva, cirurgia, consulta, entre
outros). Registros de reuniões de gestão de fluxo (exemplos: comissões, núcleos internos, entre outros)."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,64,"Avaliar a possibilidade de ampliar e diversificar os canais de acesso ao atendimento, garantindo que o cuidado chegue até o paciente quando necessário.","A organização deve demonstrar como planeja e executa modelos de atendimento que ultrapassem o espaço físico institucional, garantindo acessibilidade, equidade e integralidade do cuidado. É importante evidenciar a integração dessas iniciativas com os fluxos regulares de atenção, evitando fragmentação. Programas de atenção domiciliar para pacientes com limitações de mobilidade, crônicos ou em cuidados paliativos. Mutirões de saúde voltados a populações em situação de vulnerabilidade ou com baixa cobertura assistencial. Ações da Estratégia de Saúde da Família e outras iniciativas territoriais que promovam busca ativa, visitas domiciliares e acompanhamento próximo das necessidades da comunidade.","Protocolos ou planos de atendimento. Relatórios ou registros de mutirões de saúde e suas metas/impactos, quando aplicável. Indicadores de cobertura e adesão da Estratégia de Saúde da Família ou programas equivalentes, quando aplicável. Evidências de articulação com a rede assistencial para continuidade do cuidado."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,65,Estabelecer diretrizes de acolhimento e critérios de priorização de atendimento.,"Possuir diretrizes claras e formais para acolhimento, com priorização baseada
em critérios clínicos (exemplos: emergência, urgència, doenças crônicas, saúde mental, infec- ções respiratórias, entre outras) e legais. Garantir atendimento preferencial, humanizado e inclusivo, envolvendo a equipe multiprofissional desde a triagem. Isso vale para telessaúde, que deve possuir protocolo específico de priorização para atendimentos remotos e para o serviço de APH (atendimento pré-hospitalar), que deve possuir protocolo específico para definição e priorização do perfil de ambulância a ser enviado.","Protocolo de triagem e acolhimento com critérios clínicos e legais. Registros de capacitação multiprofissional em atendimento humanizado e triagem. Diretrizes específicas para atendimento remoto (telessaúde e serviço de APH - Atendimento Pré-Hospitalar) com fluxos de priorização. Registros ou telas de sistemas com triagem prio- rizada (exemplos: pacientes críticos, pessoas gestantes, entre outros)."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,66,Considerar características  individuais dos pacientes/usuários e acompanhantes para o planejamento do cuidado.,"Realizar o planejamento do cuidado de forma personalizada, considerando
aspectos culturais, sociais, emocionais e identitários, respeitando tradições culturais, crenças, diversidades, valores e privacidade para o cuidado centrado no paciente. A equipe multiprofissional (psicologia, serviço social, enfermagem, medicina, nutrição, fisioterapia, entre outros) deve estar envolvida. No atendimento por telessaúde e no serviço de APH (atendimento pré-hospitalar), deve-se garantir que a linguagem, o canal e a conduta respeitem essas individualidades e promovam empatia e inclusão.","Registros no prontuário com preferências ou restrições do paciente. Diretriz institucional de diversidade e inclusão. Capacitações para a equipe multiprofissional sobre cultura, religião, gênero e comunicação inclusiva. Documentos que orientem o cuidado centrado no paciente na telessaúde e no serviço de APH (atendimento pré-hospitalar) (exemplos: guia de linguagem acolhedora, registro de capacitação das equipes do serviço de atendimento móvel de urgência, entre outros)."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,67,"Fornecer orientações iniciais ao paciente e familiares sobre o atendimento, fluxos, direitos e procedimentos, garantindo acolhimento seguro e humanizado.","A equipe multiprofissional deve fornecer informações claras, acessíveis e
objetivas sobre o processo de atendimento, tempo estimado de espera, direitos do paciente e próximos passos. Deve-se garantir escuta ativa, identificação de necessidades imediatas e classificação de risco quando aplicável, promovendo acolhimento humanizado. As orientações podem ser verbais, escritas ou visuais, e a comunicação deve ser conduzida de forma empática, respeitando a diversidade cultural, social e de letramento.","Protocolos e fluxogramas de acolhimento e recepção de pacientes. Registros de triagem ou classificação de risco inicial. Materiais de orientação sobre fluxos, direitos e procedimentos fornecidos na chegada (folhetos, murais, telas digitais). Evidências de capacitação da equipe em acolhimento, humanização e comunicação assertiva. Pesquisas de satisfação ou relatórios de experiência do paciente relacionados à chegada/ acolhimento."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,68,Fornecer as orientações aos pacientes e familiares relacionadas aos direitos e deveres.,"Todos os pacientes e acompanhantes devem receber orientações claras
e acessíveis sobre seus direitos e deveres. A disponibilização deve ocorrer em múltiplos
formatos, incluindo explicações verbais pela equipe multiprofissional, distribuição de materiais impressos e/ou digitais e durante o acesso a serviços por telessaúde e serviço de APH (atendimento pré-hospitalar). A comunicação clara e acessível dos direitos e deveres dos pacientes é um reflexo do compromisso da organização com a governança ética, a transparência e o respeito à autonomia individual.","Disponibilização da Carta de Direitos e Deveres do Paciente em linguagem acessível, entregue ou de fácil acesso por meio digital. Registros de explicações prestadas pelos profissionais (anotações de enfermagem, recepção, serviço social). Inclusão das orientações no portal da telessaúde ou em aplicativos próprios. Avaliação de compreensão por parte dos pacientes (pesquisas de satisfação, formulários de aceite). Resultados que demonstrem a compreensão dos pacientes sobre seus direitos e deveres, bem como a satisfação relacionada à clareza das informações fornecidas."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,69,"Estabelecer, implementar e manter uma sistemática de sinalização clara e compreensível nas áreas internas e externas de circulação,  acessibilidade e localização da organização.","Garantir que ambientes internos e externos sejam devidamente sinalizados,
com linguagem clara, visual acessível e atenção à mobilidade de pessoas com deficiência
ou limitação. A sinalização deve orientar desde a entrada da unidade até os pontos de atendimento. Na telessaúde, a navegação e o uso da plataforma também devem ser simples, guiados e comm instruções acessíveis. O Serviço de APH (atendimento pré-hospitalar) deve ser de fácil acesso, por meio de ligações gratuitas, sendo o número do contato divulgado nos canais de comunicação com o cliente.","Sugestões de Evidência: Fotografias e plantas com exemplos da sinalização interna e externa (recepção, setores assistenciais, banheiros acessíveis). Manualde identidade visual ou padrões
de comunicação interna. Avaliação de usabilidade da plataforma de telessaúde (exemplos: tutorial, passo a passo para acesso, linguagem simplificada, entre outros). Registro de testes de acessibilidade realizados e ações implementadas. Registro do monitoramento das ligações perdidas e  abandonadas no acesso ao serviço de atendimento móvel de urgência."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,70,"Avaliar o paciente considerando suas expectativas, necessidades, individualidades, riscos, condição clínica, historico e condições econômicas.","Realizar avaliação de forma integral e centrada no paciente, respeitando suas
particularidades clínicas, sociais, emocionais e econômicas. A equipe multiprofissional deve contribuir para uma abordagem ampliada desde a admissão. No atendimento por telessaúde e no serviço de APH (atendimento pré-hospitalar), essa avaliação deve considerar os limites do formato, mas também contemplar fatores psicossociais.","Sugestões de Evidência: Modelos de ficha de avaliação multiprofissional. Prontuário com registros que demonstrem abordagem biopsicossocial. Protocolos para avaliação inicial
e reavaliações clínicas. Formulários adaptados para avaliação remota em telessaúde. Registro de capacitação para escuta ativa dos pacientes por parte das equipes do serviço de APH (atendimento pré-hospitalar)."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,71,Tomar decisões baseadas em evidência científica.,"Decisões clínicas devem seguir diretrizes e literatura atualizada, com abordagem compartilhada. As decisões devem ser compartilhadas e discutidas com o paciente e família/acompanhante na condução do cuidado, em tempo hábil (diagnóstico e início da proposta terapeutica). A equipe multiprofissional deve envolver o paciente e sua família/ acompanhante sempre que possível, em tempo hábil. Em telessaúde e no serviço de APH (Atendimento Pré-Hospitalar), é essencial garantir que o paciente compreenda as alternativas terapêuticas e diagnósticas.","Diretrizes clínicas estruturadas com base em evidência científica. Registros de conduta em prontuário. Materiais de apoio à decisão para pacientes. Prontuário com registros de ""consentimento informado"" e ""decisão compartilhada""."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,72,"Identificar os riscos assistenciais do paciente/cliente e estabelecer ações de prevenção, para redução da probabilidade de incidentes.","Elaborar protocolos de identificação precoce de riscos assistenciais (queda,
úlcera por pressão, risco nutricional, risco de infecção, risco de suicídio, transtorno mental,
dependência química, entre outros), com medidas preventivas registradas e  acompanhadas. A gestão de riscos também deve estar presente em atendimentos remotos e no serviço de APH (atendimento pré-hospitalar), respeitando os limites do modelo.","Escalas de risco aplicadas (exemplos: Morse, Braden, Mini Nutritional Assessment, entre outros). Planos de cuidados preventivos registrados no prontuário. Protocolos de segurança do paciente. Diretrizes de atendimento remoto e do serviço de APH (atendimento pré-hospitalar), com foco na detecção de sinais de risco clínico."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,73,Estabelecer a discussão multiprofissional dos riscos dos pacientes como prática para subsidiar a tomada de decisão clínica e assistencial.,"A discussão interdisciplinar (odontologia, fonoaudiologia, fisioterapia, nutrição, farmácia clínica, psicologia, psiquiatria, terapia ocupacional, médica, enfermagem, entre outros) dos casos deve ser sistematizada por meio de reuniões clínicas, evolução conjunta no prontuário ou por plataformas digitais. Isso favorece decisões seguras e baseadas na totalidade do paciente. No contexto de telessaúde, essa articulação pode ocorrer por videoconferência entre profissionais.","Atas de reuniões multiprofissionais. Protocolos de Rounds, Planos Terapêuticos Individualizados. Registros de evolução conjunta ou interconsultas. Ferramentas
digitais para discussão de caso em equipe remota."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,74,"Cumprir diretrizes de transmissão de informação na transição de cuidado, incluindo transferências internas e externas, exames e recursos assistenciais.","O processo de transição de cuidado deve ser padronizado com formulários,
comunicação clara entre equipes e entre setores (exemplos: SADT - Serviços auxiliares de
diagnóstico e terapia), enfermaria, UTI (Unidade de terapia intensiva), serviço de APH (atendimento pré-hospitalar), atenção domiciliar, entre outros). Inclui também orientações para transferência externa (documentação, transporte, intercorrências, entre outros). A comunicação deve incluir aspectos técnicos, clínicos e sociais.","Procedimentos ou fluxos de transferência. Checklist de transferência interna e externa. Guias de solicitação de exames com campos para justificativa
clínica. Comunicação entre setores via prontuário ou sistemas integrados."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,75,Identificar sinais de instabilidade ou evolução clínica desfavorável e cumprir protocolo de atendimento.,"Capacitar a equipe para reconhecer rapidamente alterações clínicas e seguir
fluxos de resposta (exemplos: protocolo de deterioração clínica, ativação de time de resposta rápida, sinais de instabilidade ou evolução clínica desfavorável, entre outros). Mesmo em telessaúde, é necessário que sinais de alerta gerem orientação para atendimento presencial urgente e direcionamento para o serviço de APH (atendimento pré-hospitalar).","Protocolo de deterioração clínica, sinais de instabilidade ou
evolução clínica desfavorável. Registros de ativação de time assistencial. Relatórios de incidentes e eventos adversos. Diretriz de encaminhamento urgente a partir do atendimento remoto. Protocolo de definição e priorização de recurso para o serviço de APH (atendimento pré-hospitalar)."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,76,Utilizar técnicas e ferramentas de comunicação como escuta ativa.,"Estruturar a comunicação de forma empática e adaptada ao contexto e
à pessoa. Técnicas como NURSE (nomear, entender, respeitar, apoiar, explorar) e SBAR (Situação, Background (contexto), Avaliação, Recomendação) auxiliam na condução segura
e humanizada da interação, tanto presencial quanto na telessaúde e no serviço de APH (atendimento pré-hospitalar).",Registro no prontuário de uso de ferramentas de comunicação. Treinamentos sobre escuta ativa e comunicação difícil. Roteiros orientadores com uso das ferramentas. Simulações clínicas com avaliação da comunicação.
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,77,Definir critérios para indicação adequada de exames e tratamentos.,"Os exames e tratamentos devem ser solicitados conforme critérios clínicos padronizados, diretrizes científicas atualizadas, protocolos institucionais e racionalidade de recursos, evitando exames ou terapias desnecessárias e garantindo acesso oportuno ao paciente. A definição deve envolver a equipe multiprofissional quando pertinente (exe plos: nutrição, farmácia clínica, fisioterapia), bem como instâncias de revisão clínica para casos complexos. A organização deve assegurar que haja mecanismos de monitoramento e revisão periódica dessas solicitações, promovendo a segurança do paciente, a efetividade assistencial e o uso sustentável dos recursos.","Protocolos institucionais para solicitação de exames e tratamentos, alinhados a diretrizes científicas e perfil epidemiológico. Critérios clínicos para exames de imagem, antibióticos, terapias de alto custo e especializadas. Registros em comitês clínicos ou grupos de revisão multiprofissional (exemplos: farmacoterapêutico, antibiótico-terapia, oncologia, entre outros) discutindo indicações e adequações. Indicadores institucionais de uso racional, como:  taxa de adesão a protocolos, redução de exames repetidos desnecesários, uso adequado de antibióticos, tempo médio para diagnóstico, entre outros. Planos de ação e relatórios de melhoria quando identificadas solicitações inadequadas."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,78,"Estabelecer e implementar os protocolos de acordo com o perfil dos pacientes, baseado em evidência científica,  considerando a assistência multidisciplinar.","Os protocolos clínicos devem refletir o perfil epidemiológico e de comple- xidade da instituição (exemplos: AVC - Acidente Vascular Cerebral), sepse, dor torácica,
transtorno mental, entre outros), estar integrados às diretrizes institucionais e permitir
atuação conjunta da equipe multiprofissional. A telessaúde e o serviço de APH (atendimento pré-hospitalar) devem ser uma interface complementar no monitoramento ou estratificação inicial.","Protocolos clínicos assistenciais. Fluxogramas com base em diretrizes nacionais/internacionais. Registros de capacitações multiprofissionais. Protocolos integrados com campo específico para acionamento da telessaúde e APH (atendimento pré-hospitalar), quando pertinente. Registros do atendimento em prontuário."
2.11,Atendimento Obstétrico Ambulatório Pré-Natal,79,Compartilhar e discutir com o paciente e familia/acompanhante a proposta terapêutica e condução do cuidado (em tempo hábil).,"A tomada de decisão deve ser compartilhada com o paciente e família/acompanhante, respeitando seus valores, preferências e autonomia. O plano terapêutico precisa estar claro, acessível, documentado e discutido em tempo hábil, garantindo que o paciente compreenda todas as etapas propostas. Em atendimentos remotos, deve-se assegurar que as informações sejam transmitidas de forma clara e segura, com registro do entendimento e da anuência do paciente quanto às condutas propostas.","Prontuário com registro da discussão terapêutica. Modelos de consentimento informado. Registros de videoconferência (quando realizado via telessaúde).
Registros de ligações gravadas no caso do serviço de APH (atendimento pré-hospitalar). Materiais explicativos fornecidos aos pacientes (impresso ou digital)."
